society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,property_type
signature global the millennia,0.06,sector 37d,9230.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596.12 sq.ft. (55.38 sq.m.),2,2,3,not available,7.0,,0 to 1 Year Old,"['Jharsha Chowk', 'Hero Honda Chowk', 'Rajiv Chowk', 'Umang Bhawaj Chawk', 'IMT Manesar', 'NH 8', 'Delhi', 'AIIMS Jhajjar', 'SGT Medical College', 'Vedic Hospital', 'Balaji Hospital', 'Dwarka Expressway', 'Gurgaon Railway Station', 'Basai Dhancourt Railway Station', 'Signature tower']",,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park', 'Shopping Centre', 'Fitness Centre / GYM']",
independent,6.5,sector 43,35400.0,1836.0,Plot area 215(179.77 sq.m.)Built Up area: 215 sq.yards (179.77 sq.m.),5,4,3+,"pooja room,servant room",3.0,South-East,5 to 10 Year Old,"['Sector 42-43 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","['10 Fan', '5 Geyser', '26 Light', '5 AC', '1 Chimney', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",house
eldeco accolade,0.09,sohna road,6554.0,1373.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3,study room,8.0,North-East,Jun 2024,"['Global City Centre', 'Sohna Road', 'Damdama More', 'Western Peripheral Expressway', 'GD Goenka World School', 'K.R. Mangalam University', 'Civil Hospital']",[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']",
vatika signature villas,3.2,sector 82,14351.0,2230.0,Plot area 2160(200.67 sq.m.),3,4,3,"pooja room,study room,servant room,store room",1.0,,0 to 1 Year Old,"['IFFCO Chowk Flyover', 'Vega Schools', 'IGIA']","['6 Light', '4 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Rain Water Harvesting']",house
independent,6.0,sector 2,24691.0,2430.0,Plot area 270(225.75 sq.m.),5,6,3+,"pooja room,study room,others",3.0,East,10+ Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","['7 Wardrobe', '12 Fan', '1 Exhaust Fan', '7 Geyser', '19 Light', '10 AC', '2 Chimney', '8 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']",house
the new crpf apartments,0.07,sector 9a,5813.0,1204.0,Carpet area: 1290 (119.84 sq.m.),3,3,3,pooja room,6.0,East,10+ Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Esic Hospital Gurugram', 'Shree Krishna Hospital Gurgaon', 'Kr Dental Hub', 'Shri Multispeciality Hospital', 'Prateek Nursing Home And Polyclinic', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Taneja Hospital', 'Dr. Madan Clinic', 'Ankur Clinic and Maternity Home', 'Dr. Hitesh Dawar', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Dev Man Kathuria Clinic', 'Sarvodya Hospital', 'Geeta Nursing Home Gurgaon', 'Shiv Mahima Patient Care Bureau', 'Navjeevan Hospital and Maternity Centre', 'Gurgaon Eye Centre', 'Chiranjiv Hospital', 'Aryan Hospital', 'Satyam Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Shri Gobind Hospital', 'Swastik Maternity and Medical Centre', 'Lal Superspeciality Hospital', 'D.R. Rajnis Gupta Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bindal Clinic', 'Dr. Sindhu Clinic', 'M.S Hospital', 'My Care Clinic', 'Sparsh Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Bhardwaj Hospital', 'Kamla Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Bhatnagar Maternity and Nursing Home', 'Kotak bank', 'Hdfc bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station', 'Gurgaon railway station', 'Gurgaon railway station']",,"['Water Storage', 'No open drainage around', 'Park', 'Visitor Parking', 'Security Personnel', 'Waste Disposal']",
orris aster court premier,1.0,sector 85,5820.0,17182.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),4,5,3+,servant room,10.0,East,1 to 5 Year Old,"['Propose Metro Station', 'SS Omnia Mall', 'National Highway 8', 'Gurgaon Toll', 'Rajiv Chowk', 'The Heritage Pride Modern School', 'Bharat Ram Global School', 'RPS International School', 'Delhi Public School', 'Matrikiran High School', 'Lions Public School', 'Genesis Hospital', 'Miracles Apollo Cradle / Spectra', 'Silver Streak Multi Speciality', 'IGI Airport']","['1 Stove', '5 AC', '1 Chimney', '1 Modular Kitchen', '4 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",
dlf the ultima,2.0,sector 81,11190.0,17873.0,Super Built up area 2100(195.1 sq.m.),3,4,3+,servant room,7.0,North-East,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Vatika Town Square-INXT', 'Manesar Road', 'NH 48', 'Euro International School, Sec 84', 'SGT University', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '1 Stove', '8 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
independent,5.75,sector 43,29716.0,1935.0,Plot area 215(179.77 sq.m.),4,4,2,"servant room,pooja room,store room",2.0,North,10+ Year Old,"['Sector 42-43 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']",,"['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'Visitor Parking', 'Waste Disposal']",house
independent,0.5,sector 13,90909.0,55.0,Plot area 55(5.11 sq.m.),12,4,3,not available,4.0,,10+ Year Old,"['Sheetla Mata Mandir', 'Hsbc bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Dr. Tomar Clinic', 'Children Hospital', 'Sheetla Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Kishor Clinic', 'Lotus Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Jackson Hospital', 'GH Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Kalyani Hospital Gurgaon', 'M Goel Hospital', 'Lalit Dental Care', 'Dental Health Centre', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lall Nursing and Maternity Home', 'Dentecare - Multispeciality Dental Clinic', 'Om Charitable Dental & Implant Centre', 'Dr. Sarvejeet Singh', 'Lall Eye Care Centre', 'Kharbanda Maternity and Nursing Home', 'Nova Care Clinic', 'Ahooja Eye and Dental Institute Hospital', 'Verma E.N.T. Hospital', 'Dr. Sandeep Chauhan', 'Bhatnagar Maternity and Nursing Home', 'Nagpal Nursing Home Gurgaon', 'Sparsh Hospital Gurgaon', 'Sector-14 Market', 'Indian Oil', 'Rang Parivartan', 'Icici bank', 'Hdfc bank', 'State bank of india sbi', 'Punjab national bank', 'Oriental bank of commerce', 'Karur vysay bank', 'Standard chartered bank', 'Catholic syrian bank', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'Dronacharya Government College']",,"['Water Storage', 'Park']",house
sidhartha ncr one,0.05,sector 95,4106.0,1218.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,2,not available,10.0,,undefined,,,,
m3m capital,2.0,sector 113,12012.0,16650.0,Super Built up area 1665(154.68 sq.m.),3,3,2,not available,24.0,,By 2023,"['Phase 2 Metro Station', 'Global Foyer Mall', 'Dwarka Expy', 'Shivani public school', 'Baghera University', 'Kutumbh Hospital', 'IGI Airport', 'Bijwasan Railway Station']",[],"['Lift(s)', 'Swimming Pool', 'Park', 'Visitor Parking', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
ireo the grand arch,2.0,sector 58,16000.0,12500.0,Carpet area: 1375 (127.74 sq.m.),2,2,1,pooja room,5.0,East,1 to 5 Year Old,"['Sector 55-56 Rapid Metro', 'Paras Trinity Mall', 'Rajesh Pilot Road', 'Shalom Presidency School', 'Sushant University', 'W Pratiksha Hospital', 'Indira Gandhi International Airport', 'International Tech Park Gurgaon', 'Grand Hyatt Gurgaon', 'Grand Hyatt Gurgaon', 'Jinga Lala Theme Park Gurgaon Delhi', 'TERI Golf Course', 'Tau DeviLal Sports Complex']","['6 Fan', '1 Exhaust Fan', '3 Geyser', '5 Light', '2 AC', '1 Chimney', '1 Modular Kitchen', '2 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",
sunischit apartments,1.0,sector 54,7954.0,12572.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3+,servant room,6.0,North-East,5 to 10 Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Arunodaya Deseret Eye Hospital', 'pracksht hospital', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'Anand Hospital Gurgaon', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'HCG CNG Station', 'Heera Fuel Station', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Hdfc bank and atm', 'Hdfc bank', 'Icici bank', 'Axis bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Pizza Hut', 'Naivedyam Restaurant', 'Clock tower', 'Iilm University', 'IILM', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']","['4 Fan', '1 Exhaust Fan', '3 Geyser', '24 Light', '1 Chimney', '1 Modular Kitchen', '4 Wardrobe', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
ireo the corridors,1.0,sector 67a,9370.0,10672.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),3,3,2,"store room,study room",3.0,North,0 to 1 Year Old,"['Huda Metro Station (Gurugram)', 'Paras Trinity Mall', 'Southern Peripheral Road', 'Lovely Public School', 'KIIT College of Engineering', 'Indira Gandhi International Airport', 'AIPL Business Centre', 'Lemon Tree Hotel, Sohna Road', 'Radisson Hotel', 'De Adventure Park', 'Teri Golf Course', 'PVR Drive in Theatre']","['3 Wardrobe', '1 Water Purifier', '4 Fan', '1 Exhaust Fan', '3 Geyser', '4 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '4 AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
shree vardhman victoria,1.0,sector 70,8461.0,11819.0,Carpet area: 1300 (120.77 sq.m.),2,2,2,not available,8.0,North-East,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International', 'Ektaa Hospitals  Main Sohna Rd', 'Sanjeevani Hospital - Child Specialist', 'Federal Bank Sector 71', 'Central Bank Of India Sohna Rd', 'Axis Bank, Sohna Rd', 'Spaze Palazo, Golf Course Ext Rd', 'VATIKA BUSINESS PARK Sohna Rd', 'The Medicity, Spaze iTech Park', 'Tulip Violet Society, Sector 69', 'IndianOil, Hasanpur']","['3 Wardrobe', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
"bhim nagar, sector 6",0.85,sector 6,126865.0,67.0,Plot area 67(6.22 sq.m.),5,2,2,pooja room,1.0,,10+ Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'D.R. Rajnis Gupta Clinic', 'Aryan Hospital', 'Sparsh Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Ravi Clinic and Health Care Centre', 'Gurgaon Eye Centre', 'Geeta Nursing Home Gurgaon', 'Dr. Sarvejeet Singh', 'Dr. Agya Ram Sharma Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Bindal Clinic', 'Lalit Dental Care', 'GH Gurgaon', 'Chiranjiv Hospital', 'Kharbanda Maternity and Nursing Home', 'M.S Hospital', 'Dentecare - Multispeciality Dental Clinic', 'M Goel Hospital', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Pearl Dental Clinic', 'Jackson Hospital', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'Sarvodya Hospital', 'Taneja Hospital', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Dental Health Centre', 'Swastik Maternity and Medical Centre', 'Gupta Hospital Gurgaon', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Dr. Sindhu Clinic', 'Dr. Ajay S. Gupta Clinic', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Satyam Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Rang Parivartan', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']",,"['Water Storage', 'No open drainage around', 'Park', 'Bank Attached Property', 'Visitor Parking', 'Low Density Society', 'Club house / Community Center']",house
godrej summit,1.0,sector 104,9027.0,11078.0,Super Built up area 1440(133.78 sq.m.),3,2,3+,"study room,pooja room,store room",16.0,,1 to 5 Year Old,"['MG Road Metro Station', 'The Esplanade Mall', 'Dhanwapur Road', 'Dwarka Expy', 'Blue Bells Model School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Oswal buildings, Udyog Vihar', 'Altrade Business Centre', 'Country Inn & Suites by Radisson', 'Appu Ghar', 'Hamoni Golf Camp', 'Nehru Stadium']","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '2 Geyser', '1 Stove', '16 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']",,
dlf new town heights,1.0,sector 90,6735.0,14848.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,"pooja room,servant room",10.0,South,1 to 5 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '20 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
godrej,1.0,sector 79,16256.0,6152.0,Carpet area: 84.01,2,2,3,study room,9.0,North-East,0 to 1 Year Old,"['Vatika Town Square-INXT', 'Naurangpur Road', 'NH 48', 'Euro International School', 'Gurugram University', 'Miracles Apollo Cradle', 'Nouveau Medics Multispeciality OPD', 'Indira Gandhi Intl Airport', 'Heritage Village Resort & Spa', 'Nakhrola Stadium']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",
independent,16.0,sector 25,26667.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6,5,2,not available,3.0,East,1 to 5 Year Old,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,house
dlf new town heights,1.0,sector 90,6217.0,16085.0,Carpet area: 1930 (179.3 sq.m.),3,3,3+,"pooja room,servant room",8.0,North-West,5 to 10 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']",
mapsko casa bella,0.08,sector 82,8120.0,985.0,Super Built up area 1430(132.85 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3,study room,5.0,South,5 to 10 Year Old,"['Vatika City Centre Mall', 'Pataudi Road', 'Broadways International School', 'DPG Institute of Technology', 'Aarvy Healthcare', 'Indira Gandhi International Airport', 'Sultanpur National Park', 'Imt Manesar', 'Holiday Inn Gurugram', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course']","['2 Wardrobe', '5 Fan', '1 Exhaust Fan', '1 Geyser', '8 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",
independent,3.0,sector 17,11111.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,4,0,not available,1.0,,undefined,,,,house
signature global solera,0.02,sector 107,7862.0,254.0,Built Up area: 318 (29.54 sq.m.),1,1,0,not available,0.0,,undefined,"['Gurgaon Dreamz Mall', 'Dwarka Expressway', ""Colonel's Central Academy"", 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Trident Hotel Gurgaon', 'Fun N Food Village', 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon', 'SkyJumper Trampoline Park Gurgaon']",,,
greenopolis,1.0,sector 89,6806.0,14693.0,Carpet area: 1910 (177.44 sq.m.),3,3,3+,servant room,1.0,South-West,0 to 1 Year Old,"['Orris Community Center', 'Indian Oil', 'Essar Petrol Pump', 'Vijay Petrol Pump', 'Pizza Hut', 'KFC', 'Garhi harsaru junction railway station']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park']",
