society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
avl 36 gurgaon,0.04,sector 36a,1020.0,1,1,1,4.0,Relatively New,flat,436.0,0,0,0,0,0,1,35
the lions cghs,2.0,sector 56,875.0,3,4,3+,8.0,Old Property,flat,2200.0,0,0,0,0,1,2,166
hero homes,1.95,sector 104,21196.0,3,5,3+,2.0,Moderately Old,house,920.0,0,0,0,0,0,1,64
sbtl caladium,1.0,sector 109,654.0,3,2,3,8.0,Relatively New,flat,1701.0,0,0,0,0,0,1,103
zara aavaas,0.04,sector 104,703.0,2,2,1,4.0,Relatively New,flat,514.0,0,0,0,0,0,1,52
emaar mgf the palm drive,3.0,sector 66,1647.0,3,4,3,6.0,Relatively New,flat,2150.0,0,1,0,0,0,1,68
tata primanti,4.0,sector 72,1410.0,4,5,3+,39.0,New Property,flat,2629.0,0,1,0,0,1,1,103
shapoorji pallonji joyville gurugram,1.0,sector 102,1026.0,3,3,3+,15.0,New Property,flat,1700.0,0,0,0,1,0,1,174
bestech park view spa next,2.0,sector 67,1149.0,4,4,3+,9.0,Moderately Old,flat,2127.0,0,1,0,1,0,2,149
sare green parc phase 3,1.0,sector 92,515.0,4,4,2,16.0,New Property,flat,1891.0,0,1,0,0,0,1,107
signature global grand iva,0.03,sector 103,829.0,1,2,2,5.0,New Property,flat,402.0,0,0,0,0,0,1,37
hcbs sports ville,0.02,sohna road,397.0,2,2,1,4.0,Relatively New,flat,743.0,0,0,0,0,0,1,0
shree vardhman flora,1.0,sector 90,485.0,4,4,3,10.0,Relatively New,flat,2861.0,1,0,0,1,0,1,174
independent,5.0,sector 40,21124.0,9,9,3+,3.0,Relatively New,house,2367.0,0,0,0,1,0,2,66
vatika city homes,0.07,sector 83,566.0,2,2,2,3.0,Relatively New,flat,1199.0,0,0,0,0,0,2,49
tulip violet,1.0,sector 69,964.0,3,3,2,2.0,Relatively New,flat,1455.0,0,0,0,1,0,2,86
independent,3.0,sector 2,19268.0,6,4,3+,3.0,Old Property,house,1557.0,0,0,0,0,0,2,28
adani m2k oyster grande,2.0,sector 102,1005.0,3,3,3,14.0,Relatively New,flat,2200.0,1,1,0,0,0,1,21
denso haryana housing society,0.09,manesar,431.0,3,3,3+,5.0,Moderately Old,flat,2321.0,0,1,0,0,0,1,7
raheja revanta,4.0,sector 78,1688.0,3,3,2,31.0,Under Construction,flat,2813.0,0,1,0,0,0,1,100
laxmi pareena,0.03,sector 99a,667.0,2,1,0,12.0,New Property,flat,500.0,0,0,0,0,0,1,0
ansal maple heights,1.0,sector 43,1266.0,3,3,3+,7.0,Old Property,flat,1385.0,0,0,1,0,0,2,174
emaar mgf the palm drive,2.0,sector 66,1436.0,3,3,2,12.0,New Property,flat,1920.0,1,1,0,1,0,0,69
bestech park view grand spa,2.0,sector 81,835.0,3,4,3+,15.0,Relatively New,flat,2407.0,0,1,0,0,0,2,174
signature the serenas,0.04,sohna road,847.0,2,2,1,10.0,New Property,flat,590.0,0,0,0,0,0,1,23
ashiana mulberry,0.09,sohna road,614.0,2,2,3+,7.0,Moderately Old,flat,1100.0,1,0,0,0,0,2,156
shree vardhman flora,0.07,sector 90,532.0,2,2,3,9.0,New Property,flat,1350.0,1,0,0,0,0,1,60
signature the serenas,0.02,sohna road,6.0,1,1,2,1.0,Relatively New,flat,54234.0,1,0,0,0,0,1,37
dlf new town heights,2.5,sector 86,7058.0,4,4,3+,3.0,Moderately Old,house,3400.0,1,1,1,1,0,2,142
paras irene,1.0,sector 70a,845.0,2,2,3,6.0,Moderately Old,flat,1285.0,0,0,0,0,0,1,42
umang winter hills,1.0,sector 77,778.0,3,3,3+,7.0,New Property,flat,1451.0,0,0,1,0,0,2,96
dhoot time residency,3.0,sector 63,1827.0,3,3,3+,14.0,Relatively New,flat,16419.0,0,1,0,0,0,2,0
independent,1.34,sector 108,5000.0,1,1,0,1.0,Relatively New,house,2680.0,0,0,0,0,0,1,0
m3m heights,2.0,sector 65,1500.0,3,3,3,20.0,Under Construction,flat,1654.0,0,0,0,0,0,1,91
the close north,2.0,sector 50,1250.0,3,3,3,3.0,Moderately Old,flat,2400.0,0,1,0,0,0,1,110
signature global synera,0.03,sector 81,949.0,1,1,2,3.0,Relatively New,flat,444.0,0,0,0,0,0,1,43
imperia the esfera,0.08,sector 37c,539.0,2,3,3,9.0,Relatively New,flat,1442.0,1,0,0,0,0,1,49
independent,8.5,sector 43,31481.0,5,5,3,3.0,Moderately Old,house,2700.0,0,1,0,0,0,2,113
indiabulls enigma,3.0,sector 110,1000.0,4,5,3,3.0,Relatively New,flat,3077.0,0,1,1,0,0,1,90
pareena mi casa,1.0,sector 68,902.0,2,2,3,13.0,New Property,flat,1244.0,0,0,0,0,0,1,106
pareena coban residences,1.0,sector 99a,726.0,3,5,3,11.0,Relatively New,flat,1807.0,0,1,0,0,1,2,49
independent,0.6,sector 9,10753.0,2,2,1,1.0,Moderately Old,house,558.0,0,0,0,0,0,1,8
dlf regal gardens,1.0,sector 90,593.0,3,3,3,18.0,Relatively New,flat,1557.0,0,0,0,0,1,1,72
dlf new town heights,1.0,sector 90,677.0,4,4,3+,10.0,Relatively New,flat,2139.0,0,1,0,1,0,1,88
ansal maple crescent,1.0,sector 43,1004.0,3,3,3,2.0,Old Property,flat,1320.0,0,0,0,0,1,2,93
dlf the skycourt,1.0,sector 86,803.0,3,3,3+,12.0,Relatively New,flat,1500.0,0,0,0,0,1,0,166
experion the heartsong,0.08,sector 108,1185.0,2,3,3,2.0,Relatively New,flat,978.23,0,1,0,0,0,2,123
tata primanti,3.0,sector 72,1054.0,3,3,3,2.0,Moderately Old,flat,2986.0,0,1,0,0,0,1,94
indiabulls centrum park,1.0,sector 103,788.0,3,3,3+,12.0,Relatively New,flat,1725.0,1,1,1,1,0,2,38
independent,3.6,sector 46,24845.0,5,5,3+,3.0,Moderately Old,house,1449.0,0,1,0,0,0,2,75
signature global park,0.05,sohna road,650.0,2,2,1,2.0,Relatively New,flat,922.0,0,0,0,0,0,1,16
chd avenue,1.0,sector 71,622.0,3,4,3,0.0,Moderately Old,flat,1631.0,0,1,0,0,0,1,65
smriti apartment,0.06,sector 56,1000.0,1,1,1,2.0,Moderately Old,flat,543.0,0,0,0,0,0,1,49
elan the presidential,6.0,sector 106,1538.0,5,6,3+,10.0,Under Construction,flat,3797.0,0,0,0,0,0,2,62
m3m heights,2.0,sector 65,1598.0,2,2,3,8.0,Under Construction,flat,1592.0,1,0,0,0,0,1,15
bestech park view city,2.0,sector 49,1217.0,4,4,3+,5.0,Moderately Old,flat,2157.0,0,1,0,0,0,1,117
dlf the ultima,2.0,sector 81,1117.0,3,3,3+,14.0,Relatively New,flat,1550.0,1,1,0,1,1,0,49
vatika city homes,1.0,sector 83,575.0,3,3,2,2.0,Relatively New,flat,1575.0,0,0,1,0,0,2,174
conscient elevate,6.0,sector 59,1988.0,4,4,2,10.0,New Property,flat,2567.0,0,1,0,0,0,1,31
international city by sobha phase 1,5.5,sector 109,21603.0,4,4,3+,2.0,New Property,house,2430.0,0,1,0,0,0,1,61
independent,4.75,sector 1,10556.0,6,7,0,4.0,Moderately Old,house,4500.0,0,0,0,0,0,1,0
brisk lumbini terrace homes,1.0,sector 109,662.0,3,3,1,4.0,New Property,flat,2519.0,0,1,0,0,0,1,37
the close north,2.0,sector 50,998.0,3,3,3+,3.0,Moderately Old,flat,2357.0,0,1,0,0,0,1,117
breeze global heights,0.04,sector 33,642.0,2,2,2,4.0,Under Construction,flat,623.0,0,0,0,0,0,1,0
m3m the marina,1.0,sector 68,876.0,2,2,3,15.0,Relatively New,flat,1364.0,1,0,0,0,0,1,120
eldeco accolade,1.0,sohna road,742.0,3,3,3+,10.0,Relatively New,flat,1509.0,0,0,0,0,0,1,49
raheja vanya,0.08,sector 99a,679.0,2,2,2,3.0,New Property,flat,1133.0,0,0,0,0,0,1,43
dhoot time residency,2.0,sector 63,1281.0,3,4,3+,8.0,Moderately Old,flat,1554.0,1,0,0,0,0,2,61
independent,2.4,sector 46,2963.0,4,4,3,3.0,Moderately Old,house,900.0,0,0,1,0,0,2,44
orris aster court premier,1.0,sector 85,684.0,3,4,2,3.0,New Property,flat,1616.0,0,1,0,0,0,1,16
independent,1.15,sector 2,19360.0,3,3,2,2.0,Old Property,house,594.0,0,0,0,0,0,2,32
smart world orchard,1.0,sector 61,1365.0,2,2,2,3.0,New Property,flat,1150.0,1,0,0,0,1,1,71
smriti apartment,0.04,sector 56,750.0,1,1,2,3.0,Old Property,flat,543.0,0,0,0,0,0,1,57
independent,13.5,sector 25,19286.0,9,9,0,1.0,Relatively New,house,7000.0,0,0,0,0,0,1,0
corona optus,1.0,sector 37c,691.0,3,4,3,5.0,Relatively New,flat,1665.0,0,0,0,0,0,1,149
emaar mgf palm terraces select,3.0,sector 66,1411.0,4,4,3+,2.0,Relatively New,flat,2210.0,0,1,0,0,0,2,157
godrej nature plus,1.0,sector 33,867.0,3,2,3+,17.0,New Property,flat,1409.0,0,0,0,0,0,1,38
belgravia resort residences,3.0,sector 48,1846.0,3,3,3,14.0,Moderately Old,flat,16252.0,0,0,0,0,0,1,0
dlf regal gardens,1.0,sector 90,722.0,4,4,3+,7.0,Moderately Old,flat,2005.0,0,0,0,0,0,1,38
emaar mgf marbella,19.0,sector 66,31667.0,5,6,3+,3.0,Relatively New,house,6667.0,0,1,1,1,0,2,110
paras dews,0.09,sector 106,664.0,2,2,3+,2.0,Relatively New,flat,940.0,0,0,0,0,0,1,174
vipul tatvam villa,19.5,sector 48,22222.0,5,6,3,2.0,Moderately Old,house,8775.0,1,1,1,1,0,2,110
orchid petals,2.0,sector 49,1232.0,3,4,3,8.0,Relatively New,flat,2060.0,1,0,0,0,0,2,49
pyramid elite,0.04,sector 86,774.0,2,2,1,4.0,Under Construction,flat,646.0,0,0,0,0,0,1,66
independent,9.9,sector 105,49500.0,2,2,2,3.0,Moderately Old,house,2000.0,0,0,0,0,0,1,0
emaar mgf emerald floors premier,2.0,sector 65,1418.0,4,4,3,2.0,Relatively New,flat,2194.0,1,1,0,0,0,2,108
tata primanti,3.0,sector 72,1605.0,3,4,3+,15.0,Relatively New,flat,2140.0,0,1,0,0,0,2,174
orris carnation residency,0.08,sector 85,453.0,4,4,3,8.0,Moderately Old,flat,1575.0,0,0,0,0,0,2,40
independent,13.0,sector 25,45710.0,6,8,3+,2.0,Relatively New,house,2844.0,1,1,1,1,0,0,0
ansal celebrity homes,5.2,sector 2,10000.0,4,5,2,1.0,Old Property,house,5200.0,0,0,0,0,0,1,0
emaar gurgaon greens,1.0,sector 102,1369.0,3,3,3,7.0,Relatively New,flat,1315.0,0,1,0,0,0,1,67
ss the leaf,2.0,sector 85,1118.0,4,5,3+,4.0,Relatively New,flat,2390.0,0,1,0,1,0,1,174
dlf the ultima,2.0,sector 81,1149.0,3,3,2,9.0,Relatively New,flat,1800.0,0,1,0,0,0,2,174
independent,1.52,sector 17a,19869.0,2,2,1,1.0,Old Property,house,105.0,0,0,0,0,0,1,22
smart world orchard,1.0,sector 61,1278.0,2,2,2,4.0,Under Construction,flat,1278.0,1,0,0,0,0,1,31
parsvnath green ville,1.0,sector 48,838.0,3,3,3,13.0,Old Property,flat,1700.0,0,0,0,0,1,2,119
tulip ivory,2.0,sector 70,979.0,4,4,3+,10.0,Moderately Old,flat,2667.0,0,1,0,0,0,2,65
hsiidc sidco aravali,0.08,manesar,313.0,3,3,3+,2.0,Moderately Old,flat,1900.0,0,1,0,0,0,1,74
ashiana anmol,0.09,sohna road,706.0,2,2,2,8.0,Relatively New,flat,1275.0,0,0,0,0,0,1,0
m3m woodshire,1.0,sector 107,618.0,3,3,3,7.0,Relatively New,flat,1750.0,0,0,0,0,0,2,49
bptp visionnaire,5.4,sector 70a,20690.0,4,5,3+,3.0,Relatively New,house,2610.0,1,1,1,1,0,2,136
shree vardhman victoria,1.0,sector 70,820.0,3,3,3,10.0,Relatively New,flat,1527.0,1,1,0,1,1,1,43
elan mercado,0.08,sector 80,1240.0,1,1,1,15.0,Relatively New,flat,761.0,0,0,0,0,0,1,60
ss the leaf,1.0,sector 85,732.0,2,2,3,6.0,Relatively New,flat,1300.0,0,0,0,0,0,2,174
sidhivinayak apartments,1.0,sector 55,1056.0,4,3,3+,9.0,Moderately Old,flat,2000.0,0,0,0,1,0,0,35
vatika gurgaon,0.08,sector 83,667.0,2,2,2,12.0,Relatively New,flat,1154.0,0,0,0,1,0,1,165
shree vardhman victoria,1.0,sector 70,852.0,2,2,3,8.0,Relatively New,flat,1222.0,1,0,0,0,1,1,49
bptp terra,1.0,sector 37d,773.0,3,3,3,5.0,Relatively New,flat,1711.0,0,0,0,0,0,2,149
godrej oasis,1.0,sector 88a,808.0,3,3,3,12.0,Relatively New,flat,1993.0,0,0,0,0,0,1,49
tata primanti,3.0,sector 72,1556.0,3,4,3+,9.0,Moderately Old,flat,19280.0,0,1,0,0,0,1,38
ats triumph,1.0,sector 104,851.0,3,3,3+,3.0,New Property,flat,2544.0,0,1,0,0,0,1,69
m3m golfestate,5.0,sector 65,1746.0,3,3,3,18.0,Relatively New,flat,2696.0,1,1,0,0,0,2,76
ss the leaf,2.0,sector 85,893.0,3,5,3,2.0,New Property,flat,2179.0,0,0,0,0,0,1,53
ss the leaf,1.0,sector 85,956.0,2,2,3,10.0,Relatively New,flat,1600.0,0,0,0,1,0,1,150
ashiana anmol,0.09,sohna road,729.0,2,2,2,9.0,Under Construction,flat,1000.0,0,0,0,0,1,1,31
bestech park view residency,0.09,sector 2,693.0,2,2,3,11.0,Moderately Old,flat,1281.0,0,0,0,0,0,1,83
tata primanti,4.0,sector 72,1372.0,3,3,3,8.0,Moderately Old,flat,2308.0,0,1,0,0,0,1,38
godrej nature plus,1.0,sector 33,985.0,3,3,3+,14.0,New Property,flat,2143.0,0,1,0,0,0,1,96
ambience lagoon,5.0,sector 24,1250.0,3,4,3+,9.0,Old Property,flat,3700.0,1,1,0,1,1,0,68
sare crescent parc,0.09,sector 92,485.0,4,5,3+,14.0,Moderately Old,flat,1895.0,0,0,0,0,0,2,131
capital residences 360,1.0,sector 70a,764.0,3,3,3,7.0,Relatively New,flat,1788.0,0,1,0,0,0,1,49
corona optus,1.0,sector 37c,636.0,3,4,3+,14.0,New Property,flat,2134.0,0,1,0,0,1,1,83
eldeco accolade,0.09,sohna road,657.0,2,2,3+,14.0,Relatively New,flat,1131.0,1,0,0,0,0,1,151
independent,4.5,sector 28,13889.0,4,4,0,4.0,Old Property,house,3240.0,0,0,0,0,0,1,0
ss the leaf,1.0,sector 85,1048.0,2,2,3+,10.0,Relatively New,flat,1491.0,0,0,1,0,0,1,148
ats tourmaline,1.0,sector 109,800.0,3,3,3+,12.0,Relatively New,flat,1584.0,0,0,0,0,1,1,65
paras dews,1.0,sector 106,603.0,4,6,3+,11.0,Relatively New,flat,2131.0,0,1,0,0,0,1,143
ansal heights 86,0.08,sector 86,537.0,2,2,1,12.0,New Property,flat,1231.0,0,0,0,0,1,2,45
chd avenue,0.09,sector 71,605.0,3,3,3,0.0,Moderately Old,flat,1466.0,1,0,0,0,0,1,65
aipl zen residences,1.0,sector 70a,1109.0,2,2,2,16.0,Relatively New,flat,1262.0,0,0,0,0,0,1,0
independent,1.65,sector 9,18333.0,2,3,0,3.0,Old Property,house,900.0,0,0,0,0,0,1,0
corona optus,1.0,sector 37c,718.0,3,3,3+,2.0,Relatively New,flat,1834.0,0,1,0,0,1,1,49
bestech altura,1.0,sector 79,860.0,3,4,3+,11.0,New Property,flat,1946.0,0,1,0,0,0,1,49
sare crescent parc,0.08,sector 92,497.0,4,4,2,2.0,Moderately Old,flat,1584.0,0,0,1,0,0,0,115
raheja atlantis,5.0,sector 31,1869.0,4,5,3+,1.0,Relatively New,flat,2663.0,1,1,0,1,0,1,81
independent,3.25,sector 31,22429.0,4,4,3+,3.0,Moderately Old,house,1449.0,1,1,1,1,0,2,29
independent,7.25,sector 41,29293.0,9,8,3,4.0,Old Property,house,2475.0,0,1,0,0,0,2,94
dlf regal gardens,1.0,sector 90,705.0,3,3,2,19.0,Relatively New,flat,1578.0,0,0,0,0,1,1,6
ss hibiscus,6.0,sector 50,1227.0,4,3,3,5.0,Moderately Old,flat,3982.0,0,1,0,0,0,1,31
godrej oasis,1.0,sector 88a,726.0,3,3,3+,4.0,Relatively New,flat,1990.0,0,0,0,0,0,1,79
trisara our homes 3,0.03,sohna road,598.0,2,2,1,1.0,New Property,flat,522.0,0,0,0,0,0,1,45
tata gurgaon gateway,3.0,sector 113,1182.0,3,3,3,9.0,New Property,flat,2281.0,0,0,0,0,0,1,49
independent,4.0,sector 23,16006.0,3,3,2,2.0,Moderately Old,house,2430.0,0,1,0,0,0,2,115
hector trimurti heights,1.0,sector 39,638.0,4,3,3,10.0,Old Property,flat,2611.0,0,1,0,0,0,0,49
zara aavaas,0.04,sector 104,703.0,2,2,1,14.0,Relatively New,flat,515.0,0,0,0,0,0,1,38
hsiidc sidco shivalik apartments,0.06,manesar,400.0,3,2,2,5.0,Moderately Old,flat,1277.0,0,0,0,0,0,1,80
independent,4.0,sector 26,29630.0,4,4,3,2.0,Old Property,house,1350.0,0,0,1,0,0,1,41
emaar mgf the palm drive,3.0,sector 66,1545.0,3,4,3,9.0,Relatively New,flat,19412.0,0,1,1,0,0,2,96
m3m woodshire,1.0,sector 107,631.0,3,4,3+,5.0,Relatively New,flat,2137.0,0,1,1,0,0,2,174
dlf the ultima,2.0,sector 81,1076.0,3,4,3+,11.0,Relatively New,flat,2090.0,0,1,0,0,0,0,174
ss the leaf,1.0,sector 85,659.0,2,2,3,8.0,New Property,flat,1200.0,1,1,1,1,0,2,157
sare crescent parc,0.09,sector 92,428.0,4,5,3+,14.0,Relatively New,flat,1692.0,0,1,0,0,1,1,62
central park flower valley cerise floors,1.0,sector 33,1074.0,2,2,2,3.0,New Property,flat,1095.0,1,0,0,0,0,1,22
m3m heights,1.0,sector 65,1600.0,2,2,3,16.0,Under Construction,flat,1141.0,0,0,0,0,0,1,44
ild greens,0.09,sector 37c,561.0,3,3,3,0.0,Under Construction,flat,1500.0,0,0,0,0,0,1,66
hero homes,1.0,sector 104,1125.0,3,3,3,16.0,Under Construction,flat,1365.0,0,0,0,1,0,2,103
ss the leaf,1.0,sector 85,826.0,3,4,3,12.0,Relatively New,flat,2399.0,0,0,1,0,0,1,174
emaar mgf emerald floors premier,2.0,sector 65,1606.0,3,3,3,5.0,Relatively New,flat,1833.0,1,1,0,0,0,1,37
independent,2.0,manesar,14959.0,3,1,0,3.0,Moderately Old,house,1337.4,0,0,0,0,0,1,16
orris carnation residency,0.09,sector 85,643.0,3,3,2,12.0,Relatively New,flat,1402.0,0,0,0,0,0,1,120
unitech espace,11.5,sector 50,35494.0,5,6,0,1.0,Moderately Old,house,3240.0,0,0,0,0,0,1,0
bestech park view residency,1.0,sector 2,805.0,2,2,3,7.0,Moderately Old,flat,1416.0,1,0,0,0,0,1,84
dlf new town heights,1.0,sector 90,698.0,4,4,3+,15.0,Moderately Old,flat,2139.0,0,1,0,0,0,2,137
apartment,0.07,sector 92,469.0,3,4,3,2.0,Moderately Old,flat,1778.0,1,0,0,0,0,1,113
ss,1.0,sector 85,715.0,2,2,3,15.0,Relatively New,flat,1660.0,0,0,0,0,0,1,49
godrej air,1.0,sector 85,1363.0,2,2,3,19.0,Under Construction,flat,102.0,0,0,0,0,0,1,44
mittal surya vihar,1.0,sector 21,583.0,5,4,2,2.0,Moderately Old,flat,2172.0,0,0,0,0,0,1,0
vasant appartments,1.0,sector 14,739.0,5,5,2,2.0,Old Property,flat,2556.0,1,0,1,1,0,0,71
ss,1.0,sector 85,717.0,2,2,3,4.0,Relatively New,flat,1630.0,0,0,0,0,0,1,49
sare green parc 2,0.07,sector 92,475.0,3,3,3,2.0,Relatively New,flat,1415.0,0,0,0,0,1,2,49
supertech araville,0.08,sector 79,542.0,2,2,3,5.0,New Property,flat,1700.0,1,0,0,0,0,0,49
ramprastha skyz,1.0,sector 37d,494.0,3,5,3,11.0,Under Construction,flat,1833.0,0,1,0,0,1,1,8
the close north,2.0,sector 50,1194.0,3,3,3,11.0,Relatively New,flat,1894.0,0,0,0,1,0,2,127
ramsons kshitij,0.03,sector 95,316.0,2,2,1,11.0,Relatively New,flat,950.0,0,0,0,0,0,1,0
dlf the primus,1.0,sector 82a,1034.0,3,3,3+,5.0,Relatively New,flat,1668.0,0,0,0,0,1,0,167
independent,5.7,sector 2,22637.0,9,9,3+,3.0,Moderately Old,house,2430.0,0,0,0,1,0,2,0
dlf new town heights,1.0,sector 86,658.0,3,4,3,19.0,Relatively New,flat,1800.0,0,1,0,1,0,1,126
ats tourmaline,1.0,sector 109,674.0,3,4,3+,4.0,Relatively New,flat,1797.0,0,1,0,0,0,1,71
rof ananda,0.03,sector 95,691.0,2,2,1,4.0,New Property,flat,610.0,0,0,0,0,0,1,0
experion the heartsong,1.0,sector 108,834.0,3,3,3+,7.0,Relatively New,flat,1661.0,1,0,0,0,0,1,150
smart world gems,0.08,sector 89,780.0,2,3,3,4.0,Under Construction,flat,998.0,0,0,0,0,0,1,45
bestech park view grand spa,2.0,sector 81,914.0,4,5,2,6.0,Relatively New,flat,3017.0,0,1,0,0,0,2,101
independent,0.7,sector 12,6034.0,3,3,0,1.0,Relatively New,house,1160.0,0,0,0,0,0,1,23
arjun marg/ sector- 26 phase- 1/ golf course road,31.5,sector 26,35000.0,7,9,3+,3.0,Moderately Old,house,9000.0,1,1,1,1,0,0,74
independent,0.07,sohna road,2527.0,1,1,0,1.0,Relatively New,house,33.0,0,0,0,0,0,1,0
tata primanti,5.0,sector 72,1565.0,4,4,3+,30.0,New Property,flat,3000.0,0,1,0,0,0,2,174
unitech uniworld resorts,11.0,sector 33,26667.0,5,6,3,3.0,New Property,house,4125.0,1,1,0,0,0,1,58
rk tower,0.09,sector 2,959.0,2,2,1,1.0,Relatively New,flat,1100.0,0,0,0,0,0,1,99
dlf the arbour,7.0,sector 63,1975.0,4,4,0,6.0,New Property,flat,3950.0,0,0,0,0,0,1,61
godrej frontier,1.0,sector 80,700.0,3,3,3,5.0,Moderately Old,flat,2047.0,0,1,0,0,0,1,53
international city by sobha phase 1,6.75,sector 109,10838.0,4,4,3+,2.0,New Property,house,6228.0,0,1,0,1,0,1,130
shapoorji pallonji joyville gurugram,0.09,sector 102,1038.0,2,2,2,14.0,Relatively New,flat,915.0,0,0,0,0,0,1,0
independent,1.55,sector 7,13889.0,2,2,2,1.0,Moderately Old,house,1080.0,0,0,0,0,0,2,52
bestech park view ananda,1.0,sector 81,773.0,3,3,3+,6.0,Relatively New,flat,1475.0,0,0,0,0,0,1,95
tulip ivory,2.0,sector 70,875.0,4,5,3+,5.0,Moderately Old,flat,2114.0,0,1,0,0,0,2,120
godrej nature plus,1.0,sector 33,1020.0,2,2,3+,2.0,Under Construction,flat,1539.0,0,0,0,0,0,1,87
eldeco mansionz,4.95,sector 48,20599.0,7,7,3+,2.0,Old Property,house,2403.0,1,1,1,1,0,2,145
independent,7.0,sector 50,32407.0,3,2,0,1.0,Moderately Old,house,2160.0,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,868.0,3,3,1,12.0,Relatively New,flat,1568.0,0,0,0,1,0,1,95
pyramid urban,0.06,sector 67a,1186.0,2,2,2,2.0,Relatively New,flat,581.0,0,0,0,0,0,1,64
independent,0.27,sector 7,12000.0,2,2,1,2.0,Moderately Old,house,225.0,0,0,0,0,0,1,12
signature global city 92,0.09,sector 92,662.0,3,2,3,1.0,New Property,flat,1661.0,0,0,0,0,1,1,37
ats kocoon,1.0,sector 109,963.0,3,3,3,8.0,Relatively New,flat,1579.0,0,0,0,0,0,1,142
ss the leaf,1.0,sector 85,968.0,2,2,3+,9.0,Relatively New,flat,1491.0,0,0,1,0,0,1,148
ats marigold,1.0,sector 89,857.0,3,3,3,2.0,New Property,flat,1944.0,0,0,0,0,1,1,49
independent,9.9,sector 25,29333.0,5,5,2,2.0,Moderately Old,house,3375.0,0,0,0,1,0,2,106
krisumi waterfall residences,4.0,sector 36a,1550.0,3,4,3,30.0,New Property,flat,2820.0,1,0,0,0,0,0,49
independent,2.0,sector 7,13889.0,2,2,2,2.0,Old Property,house,1440.0,0,0,0,0,0,1,22
unitech uniworld resorts,10.0,sector 33,20202.0,5,6,3,4.0,New Property,house,4950.0,1,1,0,0,0,1,26
vatika gurgaon,0.09,sector 83,817.0,2,2,3,5.0,Relatively New,flat,1300.0,0,0,0,0,0,2,96
smart world gems,0.08,sector 89,798.0,2,2,0,2.0,New Property,flat,1103.0,0,0,0,0,0,1,45
dlf regal gardens,1.0,sector 90,633.0,3,3,3+,18.0,Relatively New,flat,1645.0,0,0,0,1,0,2,130
dlf the ultima,2.0,sector 81,1084.0,3,3,3+,14.0,Relatively New,flat,1750.0,0,1,0,0,0,0,49
m3m merlin,3.0,sector 67,1458.0,3,4,3,17.0,Relatively New,flat,2225.0,0,1,1,0,0,2,167
vatika city,3.0,sector 49,1192.0,4,5,3,7.0,Moderately Old,flat,3356.0,0,1,0,1,0,0,15
umang monsoon breeze,0.08,sector 78,484.0,3,2,2,7.0,Moderately Old,flat,1472.0,0,0,0,1,0,1,102
independent,1.55,sector 109,6568.0,3,2,0,1.0,Relatively New,house,2360.0,0,0,0,0,0,1,0
ats kocoon,2.0,sector 109,1060.0,3,4,3,14.0,Relatively New,flat,1860.0,1,1,1,1,0,1,45
pivotal devaan,0.03,sector 84,667.0,1,1,1,14.0,New Property,flat,500.0,0,0,0,0,0,2,22
dlf the ultima,3.0,sector 81,1236.0,4,4,3+,25.0,Moderately Old,flat,2527.0,0,1,0,0,0,1,67
raheja atharva,2.0,sector 109,949.0,3,3,2,7.0,Moderately Old,flat,2576.0,0,1,0,0,0,2,111
chintels paradiso,1.0,sector 109,887.0,3,3,2,0.0,Moderately Old,flat,1910.0,0,1,0,0,0,1,83
shree vardhman victoria,1.0,sector 70,923.0,3,5,3,0.0,New Property,flat,2167.0,0,0,0,0,0,1,72
m3m capital,2.0,sector 113,1249.0,4,4,3+,3.0,Under Construction,flat,2553.0,0,1,0,0,0,1,65
bestech park view grand spa,2.0,sector 81,861.0,3,4,3+,10.0,Relatively New,flat,2315.0,1,1,0,0,0,0,174
apex our homes,0.03,sector 37c,357.0,2,2,1,3.0,Relatively New,flat,850.0,0,0,0,0,0,2,158
orris aster court premier,1.0,sector 85,590.0,3,4,2,5.0,Relatively New,flat,1900.0,0,1,0,0,0,2,174
millenium bajrang society,2.0,sector 43,943.0,4,4,3+,2.0,Relatively New,flat,2398.0,0,0,0,0,0,2,94
sbr minda sec 1 imt manesar,0.06,manesar,426.0,3,2,3+,6.0,Moderately Old,flat,1696.0,0,0,0,0,0,1,5
m3m woodshire,0.08,sector 107,586.0,2,2,3+,14.0,New Property,flat,1236.0,0,0,0,0,0,1,67
emaar gurgaon greens,1.0,sector 102,848.0,3,3,3,9.0,Relatively New,flat,1413.0,0,1,0,0,0,1,49
adani aangan galleria,0.02,sector 89,500.0,1,1,1,6.0,New Property,flat,430.0,0,0,0,0,0,1,74
shapoorji pallonji joyville gurugram,1.0,sector 102,1170.0,2,2,3,14.0,Moderately Old,flat,1368.0,0,0,0,0,0,1,0
independent,0.9,sector 3,10000.0,3,4,3,3.0,Moderately Old,house,3500.0,0,0,0,0,1,2,42
m3m crown,4.0,sector 111,1700.0,4,4,3+,8.0,Under Construction,flat,3056.0,0,0,0,0,0,1,73
"nirmal enclave, maruti kunj road",0.24,sector 11,5333.0,2,2,0,2.0,Relatively New,house,450.0,0,0,0,0,0,1,0
